Dish Name,Region/Origin,Ingredients,Cultural Significance
1.0,4,1,1
1.0,11,1,1
1.0,4,1,1
1.0,5,1,1
1.0,1582,1,1
4.0,1,1,1
1.0,4,1,1
1.0,2,1,1
1.0,2,1,1
1.0,36,1,1
1.0,1582,1,1
1.0,36,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,11,1,1
1.0,1582,1,1
1.0,105,1,1
1.0,25,1,1
1.0,1,1,1
1.0,5,1,1
2.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,36,1,1
1.0,1582,1,1
1.0,36,1,1
1.0,5,1,1
1.0,11,1,1
1.0,36,1,1
1.0,1,1,1
1.0,1582,1,1
1.0,25,2,1
1.0,1582,1,1
2.0,36,1,1
1.0,36,1,1
1.0,5,1,1
1.0,1582,1,1
1.0,1,1,1
1.0,25,1,1
1.0,1582,1,1
6.0,1582,1,1
1.0,5,1,1
1.0,25,1,1
1.0,1,1,1
1.0,3,1,1
1.0,1582,1,1
2.0,36,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,36,1,1
1.0,36,1,1
1.0,25,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,36,1,1
1.0,1582,1,1
1.0,3,1,1
1.0,5,1,1
1.0,1582,1,1
1.0,25,1,1
1.0,36,1,1
1.0,36,1,1
1.0,8,1,1
1.0,1582,1,1
1.0,1,1,1
1.0,1582,1,1
1.0,5,1,1
1.0,1,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,3,1,1
1.0,1582,1,1
1.0,25,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1,1,1
1.0,1,1,1
2.0,1582,2,1
2.0,1,1,1
1.0,36,1,1
1.0,25,1,1
1.0,25,1,1
1.0,36,1,1
1.0,36,1,1
1.0,36,1,1
1.0,3,1,1
1.0,1,1,1
1.0,1582,1,2
1.0,8,1,1
1.0,11,1,1
1.0,1582,1,1
1.0,5,1,1
1.0,11,1,1
1.0,1582,1,1
1.0,36,1,1
1.0,1582,1,1
1.0,3,1,1
1.0,1582,1,1
1.0,1582,3,1
1.0,1582,1,1
1.0,1,1,1
1.0,25,1,1
1.0,5,1,1
1.0,36,1,1
1.0,2,1,1
1.0,1582,1,1
1.0,5,1,1
1.0,36,1,1
1.0,8,1,1
1.0,25,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
3.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1,1,1
1.0,1582,1,1
1.0,1,1,1
2.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,2,1,1
1.0,1,1,1
1.0,1582,1,1
2.0,1582,1,1
1.0,1,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,2,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
4.0,1582,1,1
1.0,2,1,1
1.0,1582,1,2
1.0,2,1,1
1.0,1582,1,1
1.0,1582,1,1
2.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1582,1,1
1.0,1,1,1
2.0,2,1,1
1.0,150,1,1
1.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,1,1,1
2.0,150,2,1
1.0,2,1,1
2.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,2,1,1
1.0,2,1,1
1.0,1,1,1
1.0,1,1,1
1.0,1,1,1
1.0,1,1,1
1.0,2,1,1
1.0,2,1,1
1.0,1,1,1
1.0,1,1,1
1.0,1,1,1
1.0,1,1,1
1.0,1,1,1
1.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,2,1
2.0,150,1,1
2.0,150,1,1
2.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,2,1,1
1.0,2,1,1
1.0,1,1,1
1.0,2,1,1
1.0,1,1,1
1.0,1,1,1
1.0,2,1,1
1.0,150,1,1
1.0,2,1,1
1.0,150,1,1
1.0,150,1,1
1.0,2,1,1
1.0,150,1,1
1.0,2,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,2,1,1
1.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,2,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
2.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
2.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,2,1,1
1.0,2,1,1
1.0,1,1,1
1.0,2,1,1
1.0,2,1,1
1.0,1,1,1
1.0,150,1,1
1.0,1,1,1
1.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,1,1,1
1.0,150,1,1
1.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,1,1,1
1.0,2,1,1
1.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
1.0,1,1,1
2.0,1,1,1
2.0,150,1,1
2.0,150,1,1
1.0,150,1,1
1.0,150,2,1
1.0,150,1,1
1.0,150,1,1
2.0,1,1,1
1.0,150,1,1
1.0,150,1,1
1.0,150,1,1
2.0,150,2,1
4.0,150,1,1
2.0,150,1,1
1.0,150,1,1
1.0,150,1,1
2.0,150,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,4,1
1.0,337,3,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,2,1
1.0,337,2,1
1.0,337,11,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,4,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,4,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,12,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,1,1
1.0,337,5,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,4,1
1.0,337,5,1
1.0,337,1,1
1.0,337,1,1
1.0,337,14,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,4,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,9,1
1.0,337,3,1
1.0,337,1,1
1.0,337,7,1
1.0,337,4,1
1.0,337,12,1
1.0,337,1,1
1.0,337,1,1
1.0,337,12,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,12,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,4,1
1.0,337,10,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,6,1
1.0,337,1,1
1.0,337,1,1
1.0,337,14,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,10,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,3,1
1.0,337,12,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,4,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,1,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,4,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,10,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,6,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,14,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,2,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,4,1
1.0,337,1,1
1.0,337,11,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,5,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,4,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
1.0,337,1,1
2.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
3.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,1,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
4.0,1,2,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
2.0,105,1,1
6.0,105,2,1
1.0,105,1,1
1.0,1,2,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
2.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,2,1
1.0,105,2,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,2,1
1.0,105,1,1
3.0,43,1,1
1.0,105,2,1
2.0,105,1,1
1.0,105,3,1
1.0,105,1,1
1.0,43,1,1
1.0,43,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
2.0,43,1,1
1.0,105,1,1
1.0,105,2,1
1.0,43,1,1
1.0,43,2,1
1.0,43,1,1
1.0,43,1,1
1.0,105,2,1
1.0,43,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,2,1
1.0,105,1,1
1.0,43,2,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,43,1,1
1.0,43,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,43,2,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
2.0,43,1,1
1.0,43,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,2,1
2.0,43,1,1
1.0,105,1,1
1.0,105,2,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,2,1
7.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,2,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,2,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,2
2.0,43,1,1
1.0,43,1,1
1.0,105,1,1
1.0,43,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,43,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,105,1,1
1.0,43,1,1
1.0,11,1,1
1.0,11,1,1
7.0,195,1,1
1.0,11,1,1
1.0,11,1,1
4.0,394,1,1
1.0,11,1,1
1.0,11,1,1
1.0,11,1,1
1.0,11,1,1
1.0,11,2,1
1.0,195,1,1
2.0,195,1,1
3.0,195,2,1
5.0,195,1,1
4.0,9,2,1
1.0,394,1,1
2.0,9,1,1
2.0,9,1,1
1.0,9,1,1
1.0,9,1,1
2.0,9,1,1
1.0,11,1,1
2.0,11,1,1
2.0,394,1,1
1.0,11,1,1
4.0,195,1,1
3.0,195,10,1
2.0,195,1,1
2.0,195,1,1
1.0,195,1,1
2.0,195,2,1
2.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,9,1,1
2.0,394,2,1
1.0,9,2,1
2.0,195,1,1
1.0,394,2,1
3.0,394,1,1
1.0,11,1,1
1.0,195,1,1
3.0,195,1,1
2.0,195,1,1
1.0,195,1,1
1.0,11,1,1
1.0,11,1,1
2.0,195,1,1
1.0,9,1,1
1.0,195,1,1
4.0,195,1,1
2.0,394,1,1
1.0,195,1,1
1.0,394,1,1
3.0,394,6,1
1.0,394,1,1
3.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,195,1,1
1.0,394,1,1
1.0,195,2,1
1.0,394,1,1
3.0,394,1,1
2.0,394,1,1
1.0,394,1,1
1.0,195,1,1
1.0,394,1,1
2.0,394,1,1
4.0,195,1,1
1.0,394,1,1
1.0,195,6,1
1.0,394,1,1
2.0,394,2,1
1.0,394,1,1
5.0,394,1,1
1.0,394,2,1
2.0,195,4,1
1.0,394,1,1
2.0,195,1,1
2.0,195,1,1
1.0,394,1,1
4.0,394,1,1
1.0,11,8,1
2.0,394,1,1
1.0,195,1,1
1.0,167,1,1
5.0,2,1,1
1.0,13,1,1
6.0,3,1,1
1.0,394,1,1
1.0,394,1,1
1.0,195,1,1
1.0,11,1,1
2.0,13,1,1
3.0,195,1,1
2.0,394,2,1
2.0,195,1,1
1.0,154,1,1
1.0,195,1,1
1.0,18,1,1
2.0,18,1,1
3.0,195,1,1
1.0,394,1,1
1.0,195,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,195,1,1
2.0,195,1,1
1.0,394,1,1
2.0,18,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,195,1,1
2.0,195,1,1
1.0,394,1,1
1.0,394,1,1
1.0,195,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
2.0,53,1,1
4.0,394,2,1
1.0,394,1,1
1.0,394,1,1
3.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,3,1
2.0,394,1,1
3.0,195,1,1
3.0,195,1,1
1.0,394,2,1
2.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
3.0,394,1,1
2.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,18,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,3,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
4.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
1.0,394,1,1
3.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,4,1
1.0,18,1,1
1.0,394,5,1
1.0,394,1,1
1.0,394,1,1
3.0,394,1,1
1.0,394,1,1
1.0,18,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,4,2
1.0,394,1,1
1.0,18,2,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
1.0,394,4,2
2.0,18,1,1
1.0,394,1,1
1.0,394,2,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,4,1
3.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,2,1
1.0,394,1,1
1.0,394,2,1
1.0,394,4,1
1.0,394,1,1
1.0,394,2,1
1.0,394,1,1
1.0,394,1,1
3.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
3.0,18,1,1
2.0,394,1,1
1.0,394,1,1
1.0,18,1,1
1.0,394,1,1
2.0,394,1,1
1.0,18,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
4.0,394,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
3.0,394,2,1
1.0,394,2,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,2,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,2,1
3.0,394,2,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
4.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,5,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,3,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,2,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,2,1
1.0,394,1,1
1.0,394,2,1
2.0,394,4,1
1.0,394,1,1
1.0,394,1,1
1.0,11,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,5,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
2.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,11,1,1
1.0,394,1,1
1.0,394,2,1
1.0,394,4,1
1.0,394,2,1
1.0,394,1,1
1.0,11,1,1
1.0,11,1,1
1.0,394,1,1
1.0,18,1,1
1.0,394,1,1
1.0,11,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,394,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
1.0,340,1,1
